stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_desc,wheelchair_boarding,platform_code,location_type,parent_station,stop_timezone,stop_url,tts_stop_name,zone_id
26,26,Whole Foods @ Butler Town Center,29.625604,-82.374394,Westbound Archer RD @ Farside SW 34th ST,,,0,,,,,
1301,1301,Stoneridge Apartments,29.618519,-82.372697,Southbound SW 34th ST @ Nearside SW 39th BLVD,,,0,,,,,
342,342,Alachua County Sheriffs Department,29.644039,-82.291375,Westbound Hawthorne RD @ Farside SE 25th TER,,,0,,,,,
1058,1058,Linton Oaks,29.644583,-82.409167,Northbound SW 61st ST @ Nearside SW 8th PL,,,0,,,,,
1289,1289,Pepboys Auto @ Newberry RD,29.659597,-82.424971,Eastbound Newberry RD @ Nearside NW 76th BLVD,,,0,,,,,
764,764,Gainesville Shopping Center South,29.661585,-82.324594,Southbound N Main ST @ Nearside NE 10th AVE,,,0,,,,,
228,228,Northbound NW 6th Street @ NW 33rd Avenue,29.6828388,-82.3306709,Northbound NW 6th ST @ Nearside NW 33rd AVE,0,,0,,,,,
507,507,Capital City Bank @ NW 16th Boulevard,29.672891,-82.386122,Westbound NW 16th BLVD @ Nearside NW 41st ST,,,0,,,,,
255,255,Rural King,29.677464,-82.338961,Northbound NW 13th ST @ Farside NW 26th PL,,,0,,,,,
1166,1166,Ironwood Golf Course,29.688133,-82.296986,Westbound NE 39th AVE @ Nearside Waldo RD,,,0,,,,,
804,804,Family Housing,29.641106,-82.369361,Southbound Bledsoe DR @ Farside Radio RD,,,0,,,,,
1393,1393,Northbound NW 55th ST @ NW 14th AVE,29.6652366,-82.401446,Northbound NW 55th ST @ Nearside NW 14th AVE,,,0,,,,,
1187,1187,Microbiology/Cell Science Building,29.6403557,-82.3642279,Southbound Museum RD @ Nearside Radio RD,,,0,,,,,
756,756,Westbound NE 23rd Avenue @ NE 9th Street,29.673932,-82.314619,Westbound NE 23rd AVE @ Nearside NE 9th ST,,,0,,,,,
483,483,University Club Apartments,29.625366,-82.356342,Southbound SW 23rd TER @ Nearside SW 31 PL,,,0,,,,,
396,396,Barnhill Clinic,29.702736,-82.364968,Northbound NW 34th ST @ Nearside NW 29th ST,,,0,,,,,
1036,1036,Westgate Mobile Manor Park,29.607308,-82.405561,Westbound Archer RD @ Farside SW 58th DR,,,0,,,,,
996,996,Emerald Woods Neighborhood,29.6889093,-82.4159358,Westbound NW 39th AVE @ Nearside NW 59th ST,,,0,,,,,
1096,1096,Oaks Square Complex,29.659467,-82.416029,Eastbound Newberry RD @ Farside NW 69th TER,,,0,,,,,
1124,1124,Dogwood Dog Park,29.609276,-82.40128,Eastbound Archer RD @ Nearside SW 52nd TER,,,0,,,,,
525,525,Hickory Woods Neighborhood,29.674185,-82.415353,Eastbound NW 23rd AVE @ Farside NW 68th TER,,,0,,,,,
858,858,Lakeside Housing Complex,29.6412313,-82.3641003,Northbound Museum RD @ Nearside Radio RD,,,0,,,,,
1112,1112,Vet Mem PK,29.615539,-82.422622,Southbound SW 75th ST @ Farside SW 42nd AVE,,,0,,,,,
844,844,Maguire Field,29.640968,-82.369248,Northbound Bledsoe DR @ Nearside Radio RD,,,0,,,,,
409,409,North Walmart Supercenter,29.709163,-82.355985,Southbound NW 23rd ST @ Farside NW 62nd ST,1,,0,,,,,
970,970,Williston Plaza,29.605936,-82.371055,Northbound SW 34th ST @ Farside Williston RD,,,0,,,,,
1043,1043,Asbury Park Apartments,29.603688,-82.422575,Northbound SW 75th ST @ Nearside SW 53rd PL,,,0,,,,,
1159,1159,Phi Kappa Tau,29.650185,-82.338672,Eastbound SW 2nd AVE @ Farside SW 13th ST,,,0,,,,,
672,672,City College Gainesville,29.628248,-82.339531,Southbound SW 13th ST @ Nearside SW 25th PL,,,0,,,,,
450,450,Lexington Crossing Apartments,29.615121,-82.36231,Northbound SW 27th ST @ Nearside SW 38th PL,,,0,,,,,
673,673,Stayable Select Hotel,29.624406,-82.339555,Southbound SW 13th ST @ Nearside SW 14th DR,,,0,,,,,
690,690,Comfort Suites Hotel,29.628293,-82.339192,Northbound SW 13th ST @ Farside SW 23rd PL,,,0,,,,,
140,140,Alachua County Office of the State Attorney,29.652057,-82.326408,Westbound W University AVE @ Nearside NW 2nd ST,,,0,,,,,
1420,1420,Southbound SW 13th ST @ SW 14th AVE,29.637981,-82.339427,Southbound SW 13 ST @ SW 14th AVE,,,0,,,,,
325,325,Verdant Cove Apartments,29.641583,-82.272389,Northbound SE 43rd ST @ Nearside SE 10th PL,,,0,,,,,
347,347,SE 18th St @ E University Avenue,29.652025,-82.301525,Westbound E University AVE @ Nearside SE 18th ST,,,0,,,,,
998,998,Springhill Professional Center,29.687955,-82.430373,Southbound NW 83rd ST @ Farside NW 39th AVE,,,0,,,,,
632,632,Florida School of Traditional Midwifery,29.652046,-82.316547,Westbound E University AVE @ Farside NE 8th ST,,,0,,,,,
1337,1337,Gainesville Place,29.621832,-82.36548,Southbound Gainesville Place Apartments @ Nearsid*,,,0,,,,,
306,306,Eastbound University Avenue @ SE 24th Street,29.651775,-82.293739,Eastbound E University AVE @ Nearside SE 24th ST,,,0,,,,,
14,14,Frazier Rogers Hall,29.64494,-82.344997,Westbound Museum Rd @ Farside Newell Dr,,,0,,,,,
125,125,SE 12th Avenue @ SE 17th Drive,29.640324,-82.302536,Westbound SE 12th AVE @ Nearside SE 18th TER,,,0,,,,,
1098,1098,North Florida Regional Medical Center,29.65975,-82.41201,Westbound Newberry RD @ Nearside NW 66th ST,,,0,,,,,
152,152,Hillel at the University of Florida,29.652178,-82.350208,Westbound W University AVE @ Farside NW 20th DR,,,0,,,,,
247,247,Gainesville High School,29.670502,-82.339251,Southbound NW 13th ST @ Nearside NW 19th LN,,,0,,,,,
1,1,Rosa Parks RTS Downtown Station,29.645567,-82.322697,Northbound SE 3rd ST @ Nearside SE 3rd ST,1,,0,,,,,
1550,1550,Hotel Eleo @ SW 16th Ave Westbound,29.636454,-82.341105,Westbound SW 16th AVE @ Farside SW 14th ST,,,0,,,,,
1303,1303,O2B Kids @ SW 37th BLVD,29.617791,-82.377778,Northbound SW 39th BLVD @ Nearside Archer RD,,,0,,,,,
1104,1104,The Gardens Apartments,29.651869,-82.422534,Southbound SW 75th ST @ Nearside SW 1st PL,,,0,,,,,
838,838,34th St Plaza,29.634039,-82.375158,Eastbound SW 20th AVE @ Nearside SW 34th ST,,,0,,,,,
373,373,Furniture Kingdom,29.674086,-82.340774,Westbound NW 23rd AVE @ Farside NW 13th ST,,,0,,,,,
389,389,Westbound NW 39th Avenue @ NW 31st Street,29.68873,-82.368603,Westbound NW 39th AVE @ Nearside NW 31st TER,,,0,,,,,
833,833,Addison Lane,29.634296,-82.38484,Eastbound SW 20th AVE @ Nearside SW 40th TER,,,0,,,,,
144,144,Leonardo's 706,29.65215,-82.332359,Westbound W University AVE @ Nearside NW 8th ST,,,0,,,,,
395,395,YMCA @ NW 34th Street,29.701907,-82.366863,Northbound NW 34th ST @ Farside NW 30th TER,,,0,,,,,
236,236,Early Learning Coalition,29.694993,-82.339162,Southbound NW 13th ST @ Farside NW 44th AVE,,,0,,,,,
1016,1016,Millhopper Branch Library,29.681599,-82.389063,Southbound NW 43rd ST @ Nearside NW 31st AVE,,,0,,,,,
1049,1049,Tower Road Branch Library,29.626103,-82.422459,Northbound SW 75th ST @ Farside SW 24th AVE,,,0,,,,,
256,256,Mount Pleasant Cemetary,29.679712,-82.33895,Northbound NW 13th ST @ Farside NW 29th RD,,,0,,,,,
1613,1613,Town of Tioga (Eastbound),29.656385,-82.48215,Eastbound NW Newberry Rd @ Nearside SW 131st St,,,0,,,,,
1055,1055,Split Rock Conservation Area,29.639213,-82.410517,Eastbound SW 24th AVE @ Farside SW 61st ST,,,0,,,,,
618,618,Duval Elementary School,29.659297,-82.29714,Westbound NE 8th AVE @ Nearside NE 21st ST,,,0,,,,,
1585,1585,NW 6th St @ NW 3rd Ave,29.653714,-82.330751,Northbound NW 6th St @ NW 3rd Ave,,,0,,,,,
899,899,NE 16th Avenue @ NE 15th Street,29.666584,-82.305688,Westbound NE 16th AVE @ Nearside NE 15th ST,,,0,,,,,
802,802,Lakeside Apartments,29.642318,-82.366452,Westbound Radio RD @ Farside Museum RD,,,0,,,,,
388,388,Springtree Subdivision,29.688724,-82.36651,Westbound NW 39th AVE @ Farside NW 29th TER,,,0,,,,,
1194,1194,Commuter Lot/Garage 14,29.6422375,-82.350616,Northbound Gale Lemerand DR @ Farside Museum RD,0,,0,,,,,
53,53,Innovation Square East,29.650153,-82.332741,Eastbound SW 2nd AVE @ Farside SW 7th TER,,,0,,,,,
718,718,Northbound NE 15th Street @ NE 31st Avenue,29.681769,-82.305727,Northbound NE 15th ST @ Farside NE 31st AVE,,,0,,,,,
668,668,Ronald McDonald House of Gainesville,29.636273,-82.340471,Eastbound SW 16th AVE @ Nearside SW 14th ST,,,0,,,,,
787,787,Treehouse Village Apartments,29.6327748,-82.3259281,Westbound SE 16th AVE @ Nearside S Main ST,0,,0,,,,,
1270,1270,Gainesville Place Apartments,29.627188,-82.370782,Southbound Gainesville Place Ent @ Old Archer RD,,,0,,,,,
1325,1325,Division of Blind Services,29.686504,-82.389063,Southbound NW 43rd ST @ Nearside NW 36th AVE,,,0,,,,,
1492,1492,Butler Plaza,29.623861,-82.381311,Westbound Windmeadows Blvd @ Nearside SW 62nd Blvd,,,0,,,,,
693,693,home2 Hotel,29.631991,-82.339169,Northbound SW 13th ST @ Nearside SW 21st AVE,,,0,,,,,
262,262,Westgate Mobile Manor Park,29.695,-82.338885,Northbound NW 13th ST @ Nearside NW 45th AVE,,,0,,,,,
1609,1609,Jonesville Arbor Greens,29.654706,-82.487319,Westbound NW Newberry Road @ Nearside NW 136th St,,,0,,,,,
1100,1100,West Newberry Rd Nearside NW 69th Ter,29.659768,-82.415987,Westbound Newberry RD @ Nearside NW 69th TER,,,0,,,,,
52,52,Eastbound SW 2nd Avenue @ SW 10th Street,29.650154,-82.33541,Eastbound SW 2nd AVE @ Nearside SW 10th ST,,,0,,,,,
261,261,Sunshine Inn,29.691449,-82.338884,Northbound NW 13th ST @ Nearside NW 42nd AVE,,,0,,,,,
1554,1554,Marshall's @ Plaza Blvd (Westbound),29.6279932,-82.3830788,Westbound Plaza Blvd @ Nearside SW 62nd Blvd,0,,0,,,,,
1136,1136,Wilmot Gardens,29.639607,-82.349435,Westbound Mowry RD @ Nearside Gale Lemerand DR,,,0,,,,,
338,338,Durelle Heights Neighborhood,29.634861,-82.289182,Northbound SE 27th ST @ Nearside SE 18th AVE,,,0,,,,,
174,174,Terwilliger Elementary School,29.655878,-82.408766,Northbound NW 62nd ST @ Nearside NW 4th PL,,,0,,,,,
154,154,Westbound University Avenue @ NW 23rd Drive,29.652275,-82.358781,Westbound W University AVE @ Nearside NW 23rd DR,,,0,,,,,
145,145,Westbound W University Ave @ NW 10th St,29.652148,-82.334897,Westbound W University AVE @ Nearside NW 10th ST,,,0,,,,,
1038,1038,A Child's Place,29.605527,-82.408965,Westbound Archer RD @ Nearside SW 63rd BLVD,,,0,,,,,
1025,1025,Landmark Woods Neighborhood,29.661398,-82.389176,Southbound NW 43rd ST @ Nearside NW 9th PL,,,0,,,,,
394,394,Family Dollar @ NW 34th Street,29.700757,-82.36939,Northbound NW 34th ST @ Farside NW 51st PL,,,0,,,,,
63,63,Norwood Neighborhood,29.63612,-82.317214,Southbound SE 4th St @ Nearside SE 14th Ln,,,0,,,,,
541,541,Raintree Neighborhood,29.66665,-82.357935,Eastbound NW 16th AVE @ Nearside NW 23rd TER,,,0,,,,,
1051,1051,Walgreens @ SW 24th Avenue,29.630459,-82.421341,Eastbound SW 24th AVE @ Farside SW 75th ST,,,0,,,,,
766,766,Fire Stone @ N Main Street,29.65817,-82.325113,Southbound N Main ST @ Nearside NE 7th AV,,,0,,,,,
440,440,North 13th Street @ NW 1st Avenue,29.652932,-82.339365,Southbound NW 13th ST @ Nearside NW 1st AVE,,,0,,,,,
824,824,Hampton Oaks Apartments,29.651658,-82.408971,Southbound SW 62nd BLVD @ Farside NW 1st PL,,,0,,,,,
277,277,NW 6th Street @ NW 19th Lane,29.670009,-82.330932,Southbound NW 6th ST @ Farside NW 19th LN,,,0,,,,,
1559,1559,Butler Plaza North,29.627096,-82.385165,Southbound Clark Butler BLVD @ Nearside Plaza BLVD,,,0,,,,,
852,852,Triangle Club,29.648183,-82.31268,Eastbound SE 4th AVE @ Nearside 11th ST,,,0,,,,,
428,428,Southbound NW 21st Street @ NW 36th Avenue,29.68524,-82.351557,Southbound NW 21st ST @ Farside NW 36th AVE,,,0,,,,,
1213,1213,Lexington Crossing Apartments,29.613535,-82.362271,Southbound SW 27th ST @ Nearside SW 40th PL,,,0,,,,,
1137,1137,Cypress Villas,29.620249,-82.356695,Westbound SW 35th PL @ Farside SW 23rd TER,,,0,,,,,
454,454,Northbound SW 27th Street @ SW 35th Place,29.619626,-82.362759,Northbound SW 27th ST @ Nearside SW 35th PL,,,0,,,,,
1264,1264,Cottage Grove Apartments at Gainesville,29.609502,-82.341857,Southbound SW 13th ST @ Farside SW Williston RD,,,0,,,,,
859,859,Cabana Beach Apartments (Exit),29.638078,-82.397988,Westbound SW 52nd BLVD @ Nearside SW 20th AVE,,,0,,,,,
441,441,Tigert Hall,29.64963,-82.339521,Southbound SW 13th ST @ Farside SW 2nd AVE,,,0,,,,,
847,847,Corry Village,29.644774,-82.360875,Northbound Museum RD @ Nearside Village DR,,,0,,,,,
393,393,Capri Neighborhood,29.695491,-82.372212,Northbound NW 34th ST @ Nearside NW 45th AVE,,,0,,,,,
842,842,Southwest Recreation Center,29.638171,-82.369247,Northbound Bledsoe DR @ Farside Hull RD,,,0,,,,,
1115,1115,Stillwind Neighborhood,29.60622,-82.42273,Southbound SW 75th ST @ Farside SW 51st BLVD,,,0,,,,,
848,848,Lake Alice Field,29.644875,-82.356718,Eastbound Museum RD @ Farside Fraternity DR,,,0,,,,,
798,798,Sigma Alpha Epsilon,29.644974,-82.355295,Westbound Museum RD @ Nearside Woodlawn DR,,,0,,,,,
1329,1329,Alachua County Jail,29.680156,-82.280206,Eastbound NE 39th AVE @ Farside Waldo RD,,,0,,,,,
179,179,Eastbound W Newberry Rd @ NW 53rd Terrace,29.659006,-82.39996,Eastbound Newberry RD @ Nearside NW 53rd TER,,,0,,,,,
330,330,Westbound Hawthorne Road @ SE 39th Street,29.636919,-82.275702,Westbound Hawthorne RD @ Nearside SE 39th TER,,,0,,,,,
1087,1087,Pine Meadow Apartments,29.653263,-82.418623,Eastbound W University AVE @ Farside SW 75th ST,,,0,,,,,
1387,1387,Sable Chase Neighborhood,29.688773,-82.374551,Westbound NW 39th AVE @ Nearside NW 35th ST,,,0,,,,,
82,82,McPherson Recreational Center,29.633752,-82.305794,Northbound SE 15th ST @ Farside SE 22nd AVE,,,0,,,,,
27,27,Chili's Grill and Bar @ Butler Plaza,29.623782,-82.376087,Westbound Archer RD @ Nearside SW 35th BLVD,,,0,,,,,
1482,1482,Lake Alice Conservation Area,29.638474,-82.353602,Westbound Mowry Rd @ Nearside SW 23 Dr,,,0,,,,,
99,99,SE Hawthorne Rd @ SE 21st St Eastbound,29.647,-82.297773,Eastbound Hawthorne RD @ Nearside SE 21st ST,,,0,,,,,
460,460,Towne Parc Apartments,29.623937,-82.356027,Northbound SW 23rd TER @ Farside SW 31st PL,,,0,,,,,
1444,1444,Alight Apts,29.657978,-82.337149,Soundbound NW 12th ST @ Nearside NW 7th AVE,,,0,,,,,
785,785,Springhill Baptist Church,29.6332729,-82.3201121,Southbound Williston RD @ Nearside SE 1st ST,0,,0,,,,,
40,40,Shands Care Helicopter Pad,29.636402,-82.350912,Eastbound Archer RD @ Nearside Gale Lemerand DR,,,0,,,,,
526,526,Eastbound NW 23rd Avenue @ NW 63rd Terrace,29.674122,-82.410453,Eastbound NW 23rd AVE @ Nearside NW 63rd TER,,,0,,,,,
1013,1013,Pine Woods Apartments,29.688548,-82.391263,Eastbound NW 39th AVE @ Nearside NW 45th ST,,,0,,,,,
96,96,Northbound SE 15th Street @ SE 3rd Avenue,29.64879,-82.305788,Northbound SE 15th ST @ Nearside SE 3rd Ave,,,0,,,,,
498,498,NW 24th St @ NW 16th Avenue,29.666836,-82.358027,Westbound NW 16th AVE @ Nearside NW 24th ST,,,0,,,,,
462,462,University of Florida Energy Research,29.628062,-82.35935,Northbound SW 23rd TER @ Nearside SW Archer RD,,,0,,,,,
1386,1386,Breckenridge Neighborhood,29.688792,-82.378614,Westbound NW 39th AVE @ Farside NW 37th TER,,,0,,,,,
967,967,Hunters Run Apartments,29.61204,-82.359379,Westbound Williston RD @ Farside SW 25th TER,,,0,,,,,
398,398,Sorrento New Home Community,29.703231,-82.353051,Eastbound NW 53rd AVE @ Farside NW 21st DR,,,0,,,,,
983,983,Millhopper Pines Apartments,29.670619,-82.38885,Northbound NW 43rd ST @ Farside NW 18th PL,,,0,,,,,
578,578,Southbound NE 25th Street @ NE 8th Avenue,29.658841,-82.292389,Southbound NE 25th ST @ Nearside NE 8th AVE,,,0,,,,,
839,839,Florida Department Of Agriculture,29.635446,-82.372376,Northbound SW 34th ST @ Farside SW 20th AVE,,,0,,,,,
1234,1234,NE Walmart Supercenter,29.662615,-82.302423,Eastbound NE 12th AVE @ Farside Waldo RD,,,0,,,,,
1063,1063,Linton Oaks @ SW 24th Ave,29.640082,-82.408267,Southbound SW 61st ST @ Farside SW 20th AVE,,,0,,,,,
800,800,Corry Village,29.644942,-82.360713,Southbound Museum RD @ Farside Village DR,,,0,,,,,
1002,1002,Santa Fe College @ NW 83rd Street (Northbound),29.68061,-82.43027,Northbound NW 83rd ST @ Nearside NW 31st AVE,,,0,,,,,
963,963,Keys Residential Complex Midblock,29.6482094,-82.3530097,Eastbound Midblock Stadium Rd,,,0,,,,,
634,634,Alachua County School Board Administration,29.652024,-82.31964,Westbound E University AVE @ Nearside NE BLVD,,,0,,,,,
596,596,Lake Forest Elementary School,29.648533,-82.272339,Northbound SE 43rd ST @ Nearside SE 4th AVE,,,0,,,,,
135,135,Dignity Project,29.639714,-82.318874,Northbound SE 4th St @ Nearside SE 11th Pl,,,0,,,,,
732,732,Oak Gate Condominiums,29.679041,-82.33084,Southbound NW 6th ST @ Nearside NW 29th AVE,,,0,,,,,
466,466,Forestry Field Lab/Plant Growth,29.638176,-82.356696,Eastbound Mowry RD @ Farside Hull RD,,,0,,,,,
345,345,Harper's Pointe,29.652024,-82.295187,Westbound E University AVE @Nearside 22nd ST,,,0,,,,,
24,24,Take 5 Car Wash,29.629572,-82.367828,Westbound Archer RD @ Farside Surge Area DR,,,0,,,,,
714,714,Boulware Charter School,29.673735,-82.308331,Eastbound NE 23rd AVE @ Nearside NE 14th ST,,,0,,,,,
304,304,Eastbound University Avenue @ SE 21st Street,29.651799,-82.297724,Eastbound E University AVE @ Nearside SE 21st ST,,,0,,,,,
254,254,Big Lot on NW 13th Street,29.675139,-82.33899,Northbound NW 13th ST @ Farside NW 23rd AVE,,,0,,,,,
744,744,Wade Raulerson Honda Dealership,29.688307,-82.318521,Eastbound NE 39th AVE @ Farside N Main ST,,,0,,,,,
741,741,Gainesville Public Works,29.688362,-82.32783,Eastbound NW 39th AVE @ Farside NW 6th ST,,,0,,,,,
417,417,Capri Neighborhood,29.694582,-82.37237,Southbound NW 34th ST @ Farside NW 44th PL,,,0,,,,,
1059,1059,Linton Oaks Neighborhood @ SW 64th Terrace,29.6450648,-82.4116768,Southbound SW 64th TER @ Farside SW 8th AVE,,,0,,,,,
1625,1625,SW 6th St & SW 3rd Ave (southbound),29.6492304,-82.3309826,Southbound SW 6th St @ nearside SW 3rd Ave,0,,0,,,,,
807,807,University Village South Apartments,29.637748,-82.370373,Westbound Hull RD @ Nearside SW 34th ST,,,0,,,,,
425,425,Eastbound NW 39th Ave at NW 19th St Green Tree Pk,29.688417,-82.347868,Eastbound NW 39th AVE @ Nearside NW 19th ST,,,0,,,,,
1496,1496,Family Dollar Shopping Center,29.645966,-82.295144,Westbound SE Hawthorne Rd @ Farside SE 24th St,,,0,,,,,
1259,1259,Sunco @ E University Avenue,29.651961,-82.272934,Westbound E University AVE @ Farside SE 43rd ST,,,0,,,,,
334,334,Southbound SE 35th Street @ SE 20th Avenue,29.63276,-82.28088,Southbound SE 35th ST @ Nearside SE 20th AVE,,,0,,,,,
1552,1552,Circle K @ Newberry/Tower Road,29.659585,-82.422572,Eastbound Newberry RD @ Nearside NW 75th ST,,,0,,,,,
350,350,Fast Eddie's Restaurant,29.650506,-82.305928,Southbound SE 15th ST @ Farside SE 2nd AVE,,,0,,,,,
1005,1005,Springhill Professional Center,29.687951,-82.430174,Northbound NW 83rd ST @ Nearside NW 39th AVE,,,0,,,,,
15,15,Center Dr @ Museum Rd,29.644019,-82.347014,Southbound Center DR @ Farside Museum RD,,,0,,,,,
1318,1318,GRACE Marketplace,29.683571,-82.286172,Westbound NE 39th AVE @ Nearside Waldo RD,,,0,,,,,
920,920,GRU Administration Building,29.648414,-82.321461,Westbound SE 4th AVE @ Nearside SE 4th ST,,,0,,,,,
1395,1395,Southbound NW 55th ST @ NW 9th LN,29.6602377,-82.4015993,Southbound NW 55th ST @ Farside NW 9th LN,,,0,,,,,
846,846,Lakeside Residential Complex,29.642181,-82.364643,Eastbound Radio RD @ Nearside Museum RD,,,0,,,,,
598,598,Eastside Plaza,29.651971,-82.276984,Westbound E University AVE @ Farside SE 39th ST,,,0,,,,,
1109,1109,Tower 24 Shopping Center,29.628917,-82.422593,Southbound SW 75th ST @ Nearside SW 26th AVE,,,0,,,,,
791,791,Oakbrook Walk Condominiums @ SW 16th Avenue,29.6365343,-82.3382784,Westbound SW 16th Ave @ Nearside SW 13th St,0,,0,,,,,
971,971,US Post Office @ SW 34th Street,29.608991,-82.371314,Northbound SW 34th ST @ Nearside SW 47th AVE,,,0,,,,,
1269,1269,Archer Court Apartments,29.62941,-82.3671,Westbound Old Archer RD @ Nearside SW 28th Pl,,,0,,,,,
1321,1321,The Enclave Apartments,29.621161,-82.368827,Westbound SW 35th PL @ Nearside SW 34th ST,,,0,,,,,
828,828,Rockwood Villas Apartments,29.644196,-82.398964,Southbound SW 62nd BLVD @ Nearside SW 9th PL,,,0,,,,,
855,855,Walgreens @ NE 3rd Avenue,29.653405,-82.31039,Northbound Waldo RD @ Nearside NE 3rd AVE,,,0,,,,,
1010,1010,Huntington Lakes Apartments,29.688594,-82.400465,Eastbound NW 39th AVE @ Nearside NW 53rd ST,,,0,,,,,
835,835,Kensington Apartments South,29.633958,-82.381892,Eastbound SW 20th AVE @ Nearside SW 38th TER,,,0,,,,,
969,969,UF Health Professional Park,29.606183,-82.367751,Westbound Williston RD @ Farside SW 29Th Dr,,,0,,,,,
472,472,Rawlings Hall,29.646296,-82.34336,Northbound Newell Drive @ Nearside McCarty Drive,,,0,,,,,
801,801,UF Bat Houses,29.643222,-82.363619,Southbound Museum RD @ Nearside Radio RD,,,0,,,,,
242,242,McDonald's @ NW 13th Street,29.679423,-82.339222,Southbound NW 13th ST @ Nearside NW 29th AVE,,,0,,,,,
1484,1484,Varsity House Apartments @ SW 38th Ter,29.636472,-82.380767,Northbound SW 38th TER @ Nearside Hull RD,,,0,,,,,
1023,1023,Suburban Heights Neighborhood,29.66488,-82.389144,Southbound NW 43rd ST @ Nearside NW 13th AVE,,,0,,,,,
994,994,Faith Presbyterian Church,29.688905,-82.405853,Westbound NW 39th AVE @ Farside NW 53rd ST,,,0,,,,,
329,329,Chevron Food Mart @ SE 43rd Street,29.636223,-82.272559,Southbound SE 43rd ST @ Nearside Hawthorne RD,,,0,,,,,
136,136,SE 4th Street @ SE 10th Ave,29.641648,-82.319843,Northbound SE 4th St @ Nearside SE 10th Avenue,,,0,,,,,
945,945,Ridgemar Commons,29.621566,-82.370416,Eastbound SW 35th PL @ Farside SW 32nd TER,,,0,,,,,
1024,1024,Landmark Woods Neighborhood,29.663224,-82.389178,Southbound NW 43rd ST @ Farside NW 12th AVE,,,0,,,,,
555,555,Eastbound E University Avenue @ SE 8th Street,29.651849,-82.316318,Eastbound E University AVE @ Nearside SE 8th ST,,,0,,,,,
128,128,Southbound SE 15th Street @ SE 14th Avenue,29.638459,-82.305946,Southbound SE 15th ST @ Nearside SE 14th AVE,,,0,,,,,
45,45,University Police Department,29.644758,-82.343068,Eastbound Museum RD @ Farside Newell DR,,,0,,,,,
968,968,Hideaway Apartments,29.6089,-82.364014,Westbound Williston RD @ Nearside SW 29Th Dr,,,0,,,,,
386,386,Forest of the Unicorn Neighborhood,29.688636,-82.358168,Westbound NW 39th AVE @ Nearside NW 24th BLVD,,,0,,,,,
1068,1068,CVS Pharmacy @ SW 75th Street,29.6311309,-82.422398,Northbound SW 75th ST @ Farside SW 24th AVE,0,,0,,,,,
131,131,Westbound SE 22nd Avenue @ SE 13th Street,29.631864,-82.30858,Westbound SE 22nd AVE @ Nearside SE 13th ST,,,0,,,,,
740,740,Stephen Foster Elementary School @ 39th Ave,29.688428,-82.331785,Eastbound NW 39th AVE @ Nearside NW 7th ST,,,0,,,,,
1363,1363,Shands Parking Garage,29.63951,-82.34701,Eastbound Mowry Rd Near Center Drive,,,0,,,,,
910,910,UF Health Family Medicine Eastside,29.655029,-82.309495,Southbound Waldo RD @ Farside NE 5th AVE,,,0,,,,,
1616,1616,SW 24th Avenue & School House Road,29.630689,-82.445365,Westbound SW 24th Avenue @ Nearside School House Road,,,0,,,,,
295,295,Williams Elementary School,29.645722,-82.308078,Eastbound SE 7th AVE @ Farside SE 12th TER,,,0,,,,,
569,569,Duval Elementary School,29.65918,-82.298217,Eastbound NE 8th AVE @ Farside NE 20th ST,,,0,,,,,
456,456,Arbor Park Apartments,29.619966,-82.358818,Eastbound SW 35th PL @ Nearside SW 27th TER,,,0,,,,,
390,390,NW 39th Avenue @ NW 34th Street,29.68876,-82.371579,Westbound NW 39th AVE @ Nearside NW 34th ST,,,0,,,,,
285,285,Santa Fe Blount Center,29.6526615,-82.3300376,Eastbound NW 1st AVE @ Farside NW 6th ST,0,,0,,,,,
1502,1502,Northbound Metcalfe Elementary School,29.668285,-82.305747,Northbound NE 15th ST @ Nearside NE 18th AVE,,,0,,,,,
1398,1398,Westbound SW 24th AVE @ SW 75th ST,29.630617,-82.423787,Westbound SW 24th AVE @ Farside SW 75th ST,,,0,,,,,
845,845,Lakeside,29.642199,-82.366099,Eastbound Radio RD @ Nearside Museum RD,,,0,,,,,
822,822,Palm Garden of Gainesville,29.64998,-82.407117,Northbound SW 62nd BLVD @ Nearside SW 4th PL,,,0,,,,,
90,90,Lincoln Estate Neighborhood,29.641749,-82.299326,Northbound SE 19th TER @ Nearside SE 10th PL,,,0,,,,,
1276,1276,Paddock Club Apartments,29.663497,-82.433508,Northbound Fort Clarke BLVD @ Farside NW 8th AVE,,,0,,,,,
737,737,Wawa @ NW 13th St,29.674053,-82.338429,Westbound NW 23rd AVE @ Farside NW 12th ST,,,0,,,,,
686,686,CDS Family and Behavioral Services,29.620378,-82.339799,Northbound SW 13th ST @ Nearside SW 36th PL,,,0,,,,,
190,190,The Wynwood Apartments,29.650453,-82.37451,Eastbound SW 2nd AVE @ Nearside SW 34th ST,,,0,,,,,
60,60,SE 4th Street @ SE 10th Avenue,29.641666,-82.319959,Eastbound SE 4th St @ Nearside SE 10th Ave,,,0,,,,,
586,586,Pine Meadows Apartments,29.65175,-82.289431,Eastbound E University AVE @ Farside SE 26th TER,,,0,,,,,
965,965,Gator Corner Dining,29.6485314,-82.3501142,Eastbound Stadium Rd @ Nearside Gale Lemerand Dr,,,0,,,,,
749,749,Village Green Apartments,29.683511,-82.305875,Southbound NE 15th ST @ Farside NE 31st AVE,,,0,,,,,
